Region	Sub-table	Start Frequency	End Frequency	Service	Footnotes
US	Federal Government	1215000000	1240000000	SPACE RESEARCH (active)	
US	Federal Government	1240000000	1300000000	-	5.332  5.335
US	Federal Government	1240000000	1300000000	AERONAUTICAL RADIONAVIGATION	
US	Federal Government	1240000000	1300000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	1240000000	1300000000	RADIOLOCATION	G56
US	Federal Government	1240000000	1300000000	SPACE RESEARCH (active)	
US	Federal Government	1300000000	1350000000	-	US342
US	Federal Government	1300000000	1350000000	AERONAUTICAL RADIONAVIGATION	5.337
US	Federal Government	1300000000	1350000000	Radiolocation	G2
US	Federal Government	1350000000	1390000000	-	5.334  5.339  US342  US385  G27  G114
US	Federal Government	1350000000	1390000000	FIXED	
US	Federal Government	1350000000	1390000000	MOBILE	
US	Federal Government	1350000000	1390000000	RADIOLOCATION	G2
US	Federal Government	1390000000	1395000000	-	5.339  US37  US342  US385  US398
US	Federal Government	1395000000	1400000000	-	5.339  US37  US342  US385  US398
US	Federal Government	1395000000	1400000000	LAND MOBILE (medical telemetry and medical telecommand)	
US	Federal Government	1400000000	1427000000	-	5.341  US246
US	Federal Government	1400000000	1427000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	1400000000	1427000000	RADIO ASTRONOMY	US74
US	Federal Government	1400000000	1427000000	SPACE RESEARCH (passive)	
US	Federal Government	1427000000	1429500000	-	5.341  US37  US398
US	Federal Government	1427000000	1429500000	LAND MOBILE (medical telemetry and medical telecommand) 	US350
US	Federal Government	1429500000	1432000000	-	5.341  US37  US350  US398
US	Federal Government	1432000000	1435000000	-	5.341  US361
US	Federal Government	1435000000	1525000000	-	5.341  US78
US	Federal Government	1435000000	1525000000	MOBILE (aeronautical telemetry)	
US	Federal Government	1525000000	1535000000	-	5.341  5.351
US	Federal Government	1525000000	1535000000	MOBILE-SATELLITE (space-to-Earth) 	US315  US380
US	Federal Government	1535000000	1559000000	-	5.341  5.351  5.356
US	Federal Government	1535000000	1559000000	MOBILE-SATELLITE (space-to-Earth) 	US308  US309  US315  US380
US	Federal Government	1559000000	1610000000	-	5.341  US208  US260  US343
US	Federal Government	1559000000	1610000000	AERONAUTICAL RADIONAVIGATION	
US	Federal Government	1559000000	1610000000	RADIONAVIGATION-SATELLITE (space-to-Earth)	
US	Federal Government	1610000000	1610600000	-	5.341  5.364  5.366  5.367  5.368  5.372  US208
US	Federal Government	1610000000	1610600000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	1610000000	1610600000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Federal Government	1610000000	1610600000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Federal Government	1610600000	1613800000	-	5.341  5.364  5.366  5.367  5.368  5.372  US208  US342
US	Federal Government	1610600000	1613800000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	1610600000	1613800000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Federal Government	1610600000	1613800000	RADIO ASTRONOMY	
US	Federal Government	1610600000	1613800000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Federal Government	1613800000	1626500000	-	5.341  5.364  5.365  5.366  5.367  5.368  5.372  US208
US	Federal Government	1613800000	1626500000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	1613800000	1626500000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Federal Government	1613800000	1626500000	Mobile-satellite (space-to-Earth)	
US	Federal Government	1613800000	1626500000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Federal Government	1626500000	1660000000	-	5.341  5.351  5.375
US	Federal Government	1626500000	1660000000	MOBILE-SATELLITE (Earth-to-space) 	US308  US309  US315  US380
US	Federal Government	1660000000	1660500000	-	5.341  5.351  US342
US	Federal Government	1660000000	1660500000	MOBILE-SATELLITE (Earth-to-space) 	US308  US309  US380
US	Federal Government	1660000000	1660500000	RADIO ASTRONOMY	
US	Federal Government	1660500000	1668400000	-	5.341  US246
US	Federal Government	1660500000	1668400000	RADIO ASTRONOMY	US74
US	Federal Government	1660500000	1668400000	SPACE RESEARCH (passive)	
US	Federal Government	1668400000	1670000000	-	5.341  US99  US342
US	Federal Government	1668400000	1670000000	METEOROLOGICAL AIDS (radiosonde)	
US	Federal Government	1668400000	1670000000	RADIO ASTRONOMY	US74
US	Federal Government	1670000000	1675000000	-	5.341  US211  US362
US	Federal Government	1675000000	1700000000	-	5.289  5.341  US211
US	Federal Government	1675000000	1700000000	METEOROLOGICAL AIDS (radiosonde)	
US	Federal Government	1675000000	1700000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Federal Government	1700000000	1710000000	-	5.289  5.341
US	Federal Government	1700000000	1710000000	FIXED	G118
US	Federal Government	1700000000	1710000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Federal Government	1710000000	1755000000	-	5.341  US385  US378
US	Federal Government	1755000000	1850000000	FIXED	
US	Federal Government	1755000000	1850000000	MOBILE	
US	Federal Government	1755000000	1850000000	SPACE OPERATION (Earth-to-space) 	G42
US	Federal Government	1850000000	2025000000	-	
US	Federal Government	2025000000	2110000000	-	5.391  5.392  US90  US222  US346  US347  US393
US	Federal Government	2025000000	2110000000	EARTH EXPLORATION-SATELLITE (Earth-to-space)	
US	Federal Government	2025000000	2110000000	SPACE OPERATION (Earth-to-space)	
US	Federal Government	2025000000	2110000000	SPACE RESEARCH (Earth-to-space)	
US	Federal Government	2110000000	2120000000	-	US252
US	Federal Government	2120000000	2200000000	-	
US	Federal Government	2200000000	2290000000	-	5.392  US303
US	Federal Government	2200000000	2290000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
US	Federal Government	2200000000	2290000000	FIXED (line-of-sight only)	
US	Federal Government	2200000000	2290000000	MOBILE (line-of-sight only including aeronautical telemetry but excluding flight testing of manned spacecraft) 	5.391
US	Federal Government	2200000000	2290000000	SPACE OPERATION (space-to-Earth)	
US	Federal Government	2200000000	2290000000	SPACE RESEARCH (space-to-Earth)	
US	Federal Government	2290000000	2300000000	FIXED	
US	Federal Government	2290000000	2300000000	MOBILE except aeronautical mobile	
US	Federal Government	2290000000	2300000000	SPACE RESEARCH (deep space)	
US	Federal Government	2300000000	2305000000	-	G122
US	Federal Government	2305000000	2310000000	-	US338  G122
US	Federal Government	2310000000	2320000000	-	US327
US	Federal Government	2310000000	2320000000	Fixed	
US	Federal Government	2310000000	2320000000	Mobile	US339
US	Federal Government	2310000000	2320000000	Radiolocation	G2
US	Federal Government	2320000000	2345000000	-	US327
US	Federal Government	2320000000	2345000000	Fixed	
US	Federal Government	2320000000	2345000000	Radiolocation	G2
US	Federal Government	2345000000	2360000000	-	US327
US	Federal Government	2345000000	2360000000	Fixed	
US	Federal Government	2345000000	2360000000	Mobile	US339
US	Federal Government	2345000000	2360000000	Radiolocation	G2
US	Federal Government	2360000000	2390000000	-	US101
US	Federal Government	2360000000	2390000000	Fixed	
US	Federal Government	2360000000	2390000000	MOBILE	US276
US	Federal Government	2360000000	2390000000	RADIOLOCATION	G2  G120
US	Federal Government	2390000000	2395000000	-	US101
US	Federal Government	2390000000	2395000000	MOBILE	US276
US	Federal Government	2395000000	2400000000	-	US101  G122
US	Federal Government	2400000000	2417000000	-	5.150  G122
US	Federal Government	2417000000	2450000000	-	5.15
US	Federal Government	2417000000	2450000000	Radiolocation	G2
US	Federal Government	2450000000	2483500000	-	5.150  US41
US	Federal Government	2483500000	2500000000	-	5.150  5.402  US41
US	Federal Government	2483500000	2500000000	MOBILE-SATELLITE (space-to-Earth) 	US319  US380  US391
US	Federal Government	2483500000	2500000000	RADIODETERMINATION-SATELLITE (space-to-Earth) 	5.398
US	Federal Government	2500000000	2655000000	-	5.339  US205
US	Federal Government	2655000000	2690000000	-	US205
US	Federal Government	2655000000	2690000000	Earth exploration-satellite (passive)	
US	Federal Government	2655000000	2690000000	Radio astronomy	US385
US	Federal Government	2655000000	2690000000	Space research (passive)	
US	Federal Government	2690000000	2700000000	-	US246
US	Federal Government	2690000000	2700000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	2690000000	2700000000	RADIO ASTRONOMY	US74
US	Federal Government	2690000000	2700000000	SPACE RESEARCH (passive)	
US	Federal Government	2700000000	2900000000	-	5.423  US18  G15
US	Federal Government	2700000000	2900000000	AERONAUTICAL RADIONAVIGATION	5.337
US	Federal Government	2700000000	2900000000	METEOROLOGICAL AIDS	
US	Federal Government	2700000000	2900000000	Radiolocation	G2
US	Federal Government	2900000000	3100000000	-	5.427  US44  US316
US	Federal Government	2900000000	3100000000	MARITIME RADIONAVIGATION	
US	Federal Government	2900000000	3100000000	RADIOLOCATION	5.424A  G56
US	Federal Government	3100000000	3300000000	-	US342
US	Federal Government	3100000000	3300000000	Earth exploration-satellite (active)	
US	Federal Government	3100000000	3300000000	RADIOLOCATION	G59
US	Federal Government	3100000000	3300000000	Space research (active)	
US	Federal Government	3300000000	3500000000	-	US342
US	Federal Government	3300000000	3500000000	RADIOLOCATION	US108  G2
US	Federal Government	3500000000	3650000000	-	US245
US	Federal Government	3500000000	3650000000	AERONAUTICAL RADIONAVIGATION (ground-based) 	G110
US	Federal Government	3500000000	3650000000	RADIOLOCATION	G59
US	Federal Government	3650000000	3700000000	-	US348  US349
US	Federal Government	3700000000	4200000000	-	
US	Federal Government	4200000000	4400000000	-	5.440  US261
US	Federal Government	4200000000	4400000000	AERONAUTICAL RADIONAVIGATION	
US	Federal Government	4400000000	4500000000	FIXED	
US	Federal Government	4400000000	4500000000	MOBILE	
US	Federal Government	4500000000	4800000000	-	US245
US	Federal Government	4500000000	4800000000	FIXED	
US	Federal Government	4500000000	4800000000	MOBILE	
US	Federal Government	4800000000	4940000000	-	US203  US342
US	Federal Government	4800000000	4940000000	FIXED	
US	Federal Government	4800000000	4940000000	MOBILE	
US	Federal Government	4940000000	4990000000	-	5.339  US342  US385  G122
US	Federal Government	4990000000	5000000000	-	US246
US	Federal Government	4990000000	5000000000	RADIO ASTRONOMY	US74
US	Federal Government	4990000000	5000000000	Space research (passive)	
US	Federal Government	5000000000	5010000000	-	5.367  US211
US	Federal Government	5000000000	5010000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	5000000000	5010000000	RADIONAVIGATION-SATELLITE (Earth-to-space)	
US	Federal Government	5010000000	5030000000	-	5.367  US211
US	Federal Government	5010000000	5030000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	5010000000	5030000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.443B
US	Federal Government	5030000000	5091000000	-	5.367  US211  US444
US	Federal Government	5030000000	5091000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	5091000000	5150000000	-	5.367  US211  US344  US444  US444A
US	Federal Government	5091000000	5150000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	5150000000	5250000000	-	US211  US307  US344
US	Federal Government	5150000000	5250000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	5250000000	5255000000	-	5.448A
US	Federal Government	5250000000	5255000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	5250000000	5255000000	RADIOLOCATION	G59
US	Federal Government	5250000000	5255000000	SPACE RESEARCH (active) 	5.447D
US	Federal Government	5255000000	5350000000	-	5.448A
US	Federal Government	5255000000	5350000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	5255000000	5350000000	RADIOLOCATION	G59
US	Federal Government	5255000000	5350000000	SPACE RESEARCH (active)	
US	Federal Government	5350000000	5460000000	-	US390  G130
US	Federal Government	5350000000	5460000000	AERONAUTICAL RADIONAVIGATION	5.449
US	Federal Government	5350000000	5460000000	EARTH EXPLORATION-SATELLITE (active) 	5.448B
US	Federal Government	5350000000	5460000000	RADIOLOCATION	G56
US	Federal Government	5350000000	5460000000	SPACE RESEARCH (active)	
US	Federal Government	5460000000	5470000000	-	5.448B  US49  G130
US	Federal Government	5460000000	5470000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	5460000000	5470000000	RADIOLOCATION  G56	
US	Federal Government	5460000000	5470000000	RADIONAVIGATION	5.449  US65
US	Federal Government	5460000000	5470000000	SPACE RESEARCH (active)	
US	Federal Government	5470000000	5570000000	-	5.448B  US50  G131
US	Federal Government	5470000000	5570000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	5470000000	5570000000	MARITIME RADIONAVIGATION	US65
US	Federal Government	5470000000	5570000000	RADIOLOCATION	G56
US	Federal Government	5470000000	5570000000	SPACE RESEARCH (active)	
US	Federal Government	5570000000	5600000000	-	US50  G131
US	Federal Government	5570000000	5600000000	MARITIME RADIONAVIGATION	US65
US	Federal Government	5570000000	5600000000	RADIOLOCATION	G56
US	Federal Government	5600000000	5650000000	-	5.452  US50  G131
US	Federal Government	5600000000	5650000000	MARITIME RADIONAVIGATION	US65
US	Federal Government	5600000000	5650000000	METEOROLOGICAL AIDS	
US	Federal Government	5600000000	5650000000	RADIOLOCATION	G56
US	Federal Government	5650000000	5925000000	-	5.150  US245
US	Federal Government	5650000000	5925000000	RADIOLOCATION	G2
US	Federal Government	5925000000	6425000000	-	
US	Federal Government	6425000000	6525000000	-	5.440  5.458
US	Federal Government	6525000000	6700000000	-	5.458  US342
US	Federal Government	6700000000	7125000000	-	5.458
US	Federal Government	7145000000	7190000000	-	5.458  G116
US	Federal Government	7145000000	7190000000	FIXED	
US	Federal Government	7145000000	7190000000	SPACE RESEARCH (deep space) 	US262
US	Federal Government	7190000000	7235000000	-	5.458  G134
US	Federal Government	7190000000	7235000000	FIXED	
US	Federal Government	7190000000	7235000000	SPACE RESEARCH (Earth-to-space) 	G133
US	Federal Government	7235000000	7250000000	-	5.458
US	Federal Government	7235000000	7250000000	FIXED	
US	Federal Government	7250000000	7300000000	-	G117
US	Federal Government	7250000000	7300000000	Fixed	
US	Federal Government	7250000000	7300000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	7250000000	7300000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	7300000000	7450000000	-	G117
US	Federal Government	7300000000	7450000000	FIXED	
US	Federal Government	7300000000	7450000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	7300000000	7450000000	Mobile-satellite (space-to-Earth)	
US	Federal Government	7450000000	7550000000	-	G104  G117
US	Federal Government	7450000000	7550000000	FIXED	
US	Federal Government	7450000000	7550000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	7450000000	7550000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Federal Government	7450000000	7550000000	Mobile-satellite (space-to-Earth)	
US	Federal Government	7550000000	7750000000	-	G117
US	Federal Government	7550000000	7750000000	FIXED	
US	Federal Government	7550000000	7750000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	7550000000	7750000000	Mobile-satellite (space-to-Earth)	
US	Federal Government	7750000000	7850000000	-	5.461B
US	Federal Government	7750000000	7850000000	FIXED	
US	Federal Government	7750000000	7850000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Federal Government	7850000000	7900000000	FIXED	
US	Federal Government	7900000000	8025000000	-	G117
US	Federal Government	7900000000	8025000000	Fixed	
US	Federal Government	7900000000	8025000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	7900000000	8025000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	8025000000	8175000000	-	US258  G117
US	Federal Government	8025000000	8175000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
US	Federal Government	8025000000	8175000000	FIXED	
US	Federal Government	8025000000	8175000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	8025000000	8175000000	Mobile-satellite (Earth-to-space)	
US	Federal Government	8175000000	8215000000	-	US258  G104  G117
US	Federal Government	8175000000	8215000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
US	Federal Government	8175000000	8215000000	FIXED	
US	Federal Government	8175000000	8215000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	8175000000	8215000000	METEOROLOGICAL-SATELLITE (Earth-to-space)	
US	Federal Government	8175000000	8215000000	Mobile-satellite (Earth-to-space)	
US	Federal Government	8215000000	8400000000	-	US258  G117
US	Federal Government	8215000000	8400000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
US	Federal Government	8215000000	8400000000	FIXED	
US	Federal Government	8215000000	8400000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	8215000000	8400000000	Mobile-satellite (Earth-to-space)	
US	Federal Government	8400000000	8450000000	FIXED	
US	Federal Government	8400000000	8450000000	SPACE RESEARCH (deep space)	
US	Federal Government	8450000000	8500000000	FIXED	
US	Federal Government	8450000000	8500000000	SPACE RESEARCH (space-to-Earth)	
US	Federal Government	8500000000	8550000000	RADIOLOCATION	G59
US	Federal Government	8550000000	8650000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	8550000000	8650000000	RADIOLOCATION	G59
US	Federal Government	8550000000	8650000000	SPACE RESEARCH (active)	
US	Federal Government	8650000000	9000000000	-	US53
US	Federal Government	8650000000	9000000000	RADIOLOCATION	G59
US	Federal Government	9000000000	9200000000	-	US48  G19
US	Federal Government	9000000000	9200000000	AERONAUTICAL RADIONAVIGATION	5.337
US	Federal Government	9000000000	9200000000	Radiolocation	G2
US	Federal Government	9200000000	9300000000	-	5.474
US	Federal Government	9200000000	9300000000	MARITIME RADIONAVIGATION	5.472
US	Federal Government	9200000000	9300000000	Radiolocation	US110  G59
US	Federal Government	9300000000	9500000000	-	5.427  5.474  US67  US71
US	Federal Government	9300000000	9500000000	Meteorological aids	
US	Federal Government	9300000000	9500000000	Radiolocation	US51  G56
US	Federal Government	9300000000	9500000000	RADIONAVIGATION	US66
US	Federal Government	9500000000	9800000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	9500000000	9800000000	RADIOLOCATION	
US	Federal Government	9500000000	9800000000	SPACE RESEARCH (active)	
US	Federal Government	9800000000	10000000000	-	5.479
US	Federal Government	9800000000	10000000000	RADIOLOCATION	
US	Federal Government	10000000000	10500000000	-	5.479
US	Federal Government	10000000000	10500000000	RADIOLOCATION	US58  US108  G32
US	Federal Government	10500000000	10550000000	RADIOLOCATION	US59
US	Federal Government	10550000000	10600000000	-	
US	Federal Government	10600000000	10680000000	-	US265  US277
US	Federal Government	10600000000	10680000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	10600000000	10680000000	SPACE RESEARCH (passive)	
US	Federal Government	10680000000	10700000000	-	US246  US355
US	Federal Government	10680000000	10700000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	10680000000	10700000000	RADIO ASTRONOMY	US74
US	Federal Government	10680000000	10700000000	SPACE RESEARCH (passive)	
US	Federal Government	10700000000	11700000000	-	US211
US	Federal Government	11700000000	12200000000	-	
US	Federal Government	12200000000	12750000000	-	
US	Federal Government	12750000000	13250000000	-	US251
US	Federal Government	13250000000	13400000000	-	5.498A
US	Federal Government	13250000000	13400000000	AERONAUTICAL RADIONAVIGATION	5.497
US	Federal Government	13250000000	13400000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	13250000000	13400000000	SPACE RESEARCH (active)	
US	Federal Government	13400000000	13750000000	-	5.501B
US	Federal Government	13400000000	13750000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	13400000000	13750000000	RADIOLOCATION	G59
US	Federal Government	13400000000	13750000000	SPACE RESEARCH	5.501A
US	Federal Government	13400000000	13750000000	Standard frequency and time signal-satellite (Earth-to-space)	
US	Federal Government	13750000000	14000000000	-	US356  US357
US	Federal Government	13750000000	14000000000	RADIOLOCATION	G59
US	Federal Government	13750000000	14000000000	Space research	US337
US	Federal Government	13750000000	14000000000	Standard frequency and time signal-satellite (Earth-to-space)	
US	Federal Government	14000000000	14200000000	Space research	
US	Federal Government	14200000000	14400000000	-	
US	Federal Government	14400000000	14470000000	Fixed	
US	Federal Government	14400000000	14470000000	Mobile	
US	Federal Government	14470000000	14500000000	-	US203  US342
US	Federal Government	14470000000	14500000000	Fixed	
US	Federal Government	14470000000	14500000000	Mobile	
US	Federal Government	14500000000	14714500000	FIXED	
US	Federal Government	14500000000	14714500000	Mobile	
US	Federal Government	14500000000	14714500000	Space research	
US	Federal Government	14714500000	14800000000	Fixed	
US	Federal Government	14714500000	14800000000	MOBILE	
US	Federal Government	14714500000	14800000000	Space research	
US	Federal Government	14800000000	15136500000	-	US310
US	Federal Government	14800000000	15136500000	Fixed	
US	Federal Government	14800000000	15136500000	MOBILE	
US	Federal Government	14800000000	15136500000	SPACE RESEARCH	
US	Federal Government	15136500000	15350000000	-	5.339  US211
US	Federal Government	15136500000	15350000000	FIXED	
US	Federal Government	15136500000	15350000000	Mobile	
US	Federal Government	15136500000	15350000000	SPACE RESEARCH	
US	Federal Government	15350000000	15400000000	-	US246
US	Federal Government	15350000000	15400000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	15350000000	15400000000	RADIO ASTRONOMY	US74
US	Federal Government	15350000000	15400000000	SPACE RESEARCH (passive)	
US	Federal Government	15400000000	15430000000	-	US211
US	Federal Government	15400000000	15430000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	15430000000	15630000000	-	5.511C  US211  US359
US	Federal Government	15430000000	15630000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	15630000000	15700000000	-	US211
US	Federal Government	15630000000	15700000000	AERONAUTICAL RADIONAVIGATION	US260
US	Federal Government	15700000000	16600000000	RADIOLOCATION	G59
US	Federal Government	16600000000	17100000000	RADIOLOCATION	G59
US	Federal Government	16600000000	17100000000	Space research (deep space)	
US	Federal Government	17100000000	17200000000	RADIOLOCATION	G59
US	Federal Government	17200000000	17300000000	EARTH EXPLORATION-SATELLITE (active)	
US	Federal Government	17200000000	17300000000	RADIOLOCATION	G59
US	Federal Government	17200000000	17300000000	SPACE RESEARCH (active)	
US	Federal Government	17300000000	17700000000	-	US402  G117
US	Federal Government	17300000000	17700000000	Radiolocation	US259  G59
US	Federal Government	17700000000	17800000000	-	US401
US	Federal Government	17800000000	18300000000	-	US334  US519
US	Federal Government	17800000000	18300000000	FIXED-SATELLITE (space-to-Earth) 	G117
US	Federal Government	18300000000	18600000000	-	US334
US	Federal Government	18300000000	18600000000	FIXED-SATELLITE (space-to-Earth) 	G117
US	Federal Government	18600000000	18800000000	-	US254  US334
US	Federal Government	18600000000	18800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	18600000000	18800000000	FIXED-SATELLITE (space-to-Earth) 	US255  G117
US	Federal Government	18600000000	18800000000	SPACE RESEARCH (passive)	
US	Federal Government	18800000000	20200000000	-	US334
US	Federal Government	18800000000	20200000000	FIXED-SATELLITE (space-to-Earth) 	G117
US	Federal Government	20200000000	21200000000	-	G117
US	Federal Government	20200000000	21200000000	FIXED-SATELLITE (space-to-Earth)	
US	Federal Government	20200000000	21200000000	MOBILE-SATELLITE (space-to-Earth)	
US	Federal Government	20200000000	21200000000	Standard frequency and time signal-satellite (space-to-Earth)	
US	Federal Government	21200000000	21400000000	-	US263
US	Federal Government	21200000000	21400000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	21200000000	21400000000	FIXED	
US	Federal Government	21200000000	21400000000	MOBILE	
US	Federal Government	21200000000	21400000000	SPACE RESEARCH (passive)	
US	Federal Government	21400000000	22000000000	FIXED	
US	Federal Government	21400000000	22000000000	MOBILE	
US	Federal Government	22000000000	22210000000	-	US342
US	Federal Government	22000000000	22210000000	FIXED	
US	Federal Government	22000000000	22210000000	MOBILE except aeronautical mobile	
US	Federal Government	22210000000	22500000000	-	US263  US342
US	Federal Government	22210000000	22500000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	22210000000	22500000000	FIXED	
US	Federal Government	22210000000	22500000000	MOBILE except aeronautical mobile	
US	Federal Government	22210000000	22500000000	RADIO ASTRONOMY	
US	Federal Government	22210000000	22500000000	SPACE RESEARCH (passive)	
US	Federal Government	22500000000	22550000000	-	US211
US	Federal Government	22500000000	22550000000	FIXED	
US	Federal Government	22500000000	22550000000	MOBILE	
US	Federal Government	22550000000	23550000000	-	US342
US	Federal Government	22550000000	23550000000	FIXED	
US	Federal Government	22550000000	23550000000	INTER-SATELLITE	US278
US	Federal Government	22550000000	23550000000	MOBILE	
US	Federal Government	23550000000	23600000000	FIXED	
US	Federal Government	23550000000	23600000000	MOBILE	
US	Federal Government	23600000000	24000000000	-	US246
US	Federal Government	23600000000	24000000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	23600000000	24000000000	RADIO ASTRONOMY	US74
US	Federal Government	23600000000	24000000000	SPACE RESEARCH (passive)	
US	Federal Government	24000000000	24050000000	-	5.150  US211
US	Federal Government	24050000000	24250000000	-	5.15
US	Federal Government	24050000000	24250000000	Earth exploration-satellite (active)	
US	Federal Government	24050000000	24250000000	RADIOLOCATION  G59	
US	Federal Government	24250000000	24450000000	-	
US	Federal Government	24450000000	24650000000	-	5.533
US	Federal Government	24450000000	24650000000	INTER-SATELLITE	
US	Federal Government	24450000000	24650000000	RADIONAVIGATION	
US	Federal Government	24650000000	24750000000	INTER-SATELLITE	
US	Federal Government	24650000000	24750000000	RADIOLOCATION-SATELLITE (Earth-to-space)	
US	Federal Government	24750000000	25050000000	RADIONAVIGATION	
US	Federal Government	25050000000	25250000000	-	
US	Federal Government	25250000000	25500000000	FIXED	
US	Federal Government	25250000000	25500000000	INTER-SATELLITE	5.536
US	Federal Government	25250000000	25500000000	MOBILE	
US	Federal Government	25250000000	25500000000	Standard frequency and time signal-satellite (Earth-to-space)	
US	Federal Government	25500000000	27000000000	-	5.536A  US258
US	Federal Government	25500000000	27000000000	EARTH EXPLORATION-SATELLITE (space-to-Earth)	
US	Federal Government	25500000000	27000000000	FIXED	
US	Federal Government	25500000000	27000000000	INTER-SATELLITE	5.536
US	Federal Government	25500000000	27000000000	MOBILE	
US	Federal Government	25500000000	27000000000	SPACE RESEARCH (space-to-Earth)	
US	Federal Government	25500000000	27000000000	Standard frequency and time signal-satellite (Earth-to-space)	
US	Federal Government	27000000000	27500000000	FIXED	
US	Federal Government	27000000000	27500000000	INTER-SATELLITE	5.536
US	Federal Government	27000000000	27500000000	MOBILE	
US	Federal Government	27500000000	30000000000	-	
US	Federal Government	30000000000	31000000000	-	G117
US	Federal Government	30000000000	31000000000	FIXED-SATELLITE (Earth-to-space)	
US	Federal Government	30000000000	31000000000	MOBILE-SATELLITE (Earth-to-space)	
US	Federal Government	30000000000	31000000000	Standard frequency and time signal-satellite (space-to-Earth)	
US	Federal Government	31000000000	31300000000	-	US211  US342
US	Federal Government	31000000000	31300000000	Standard frequency and time signal-satellite (space-to-Earth)	
US	Federal Government	31300000000	31800000000	-	US246
US	Federal Government	31300000000	31800000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Federal Government	31300000000	31800000000	RADIO ASTRONOMY	US74
US	Federal Government	31300000000	31800000000	SPACE RESEARCH (passive)	
US	Federal Government	31800000000	32300000000	-	5.548  US211
US	Federal Government	31800000000	32300000000	RADIONAVIGATION	US69
US	Federal Government	31800000000	32300000000	SPACE RESEARCH (deep space) 	US262
US	Federal Government	32300000000	33000000000	-	5.548
US	Federal Government	32300000000	33000000000	INTER-SATELLITE	US278
US	Federal Government	32300000000	33000000000	RADIONAVIGATION	US69
US	Federal Government	33000000000	33400000000	-	US360  G117
US	Federal Government	33000000000	33400000000	RADIONAVIGATION	US69
US	Federal Government	33400000000	34200000000	-	US360  G117
US	Federal Government	33400000000	34200000000	RADIOLOCATION	
US	Federal Government	34200000000	34700000000	-	US360  G34  G117
US	Federal Government	34200000000	34700000000	RADIOLOCATION	
