Region	Sub-table	Start Frequency	End Frequency	Service	Footnotes
US	Non-Federal-Government	157037500	157187500	-	5.226  US214  US266
US	Non-Federal-Government	157187500	157450000	-	5.226  NG111
US	Non-Federal-Government	157187500	157450000	MOBILE except aeronautical mobile	US266
US	Non-Federal-Government	157450000	161575000	-	5.226  NG6  NG70  NG124  NG148  NG155
US	Non-Federal-Government	157450000	161575000	FIXED	
US	Non-Federal-Government	157450000	161575000	LAND MOBILE	NG28  NG111  NG112
US	Non-Federal-Government	161575000	161625000	-	5.226  NG6  NG17
US	Non-Federal-Government	161575000	161625000	MARITIME MOBILE	US77
US	Non-Federal-Government	161625000	161775000	-	5.226
US	Non-Federal-Government	161625000	161775000	LAND MOBILE  NG6	
US	Non-Federal-Government	161775000	161962500	-	5.226
US	Non-Federal-Government	161775000	161962500	MOBILE except aeronautical mobile	US266  NG6
US	Non-Federal-Government	161962500	161987500	MARITIME MOBILE (AIS) 	US228
US	Non-Federal-Government	161987500	162012500	-	5.226
US	Non-Federal-Government	161987500	162012500	MOBILE except aeronautical mobile	
US	Non-Federal-Government	162012500	162037500	MARITIME MOBILE (AIS) 	US228
US	Non-Federal-Government	162037500	173200000	-	US8  US11  US13  US73  US300  US312
US	Non-Federal-Government	173200000	173400000	FIXED	
US	Non-Federal-Government	173200000	173400000	Land mobile	
US	Non-Federal-Government	173400000	174000000	-	
US	Non-Federal-Government	174000000	216000000	-	NG5  NG14  NG115  NG149
US	Non-Federal-Government	174000000	216000000	BROADCASTING	
US	Non-Federal-Government	216000000	219000000	-	US210  US241  NG173
US	Non-Federal-Government	216000000	219000000	FIXED	
US	Non-Federal-Government	216000000	219000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	219000000	220000000	-	US210  US241  NG173
US	Non-Federal-Government	219000000	220000000	Amateur	NG152
US	Non-Federal-Government	219000000	220000000	FIXED	
US	Non-Federal-Government	219000000	220000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	222000000	225000000	AMATEUR	
US	Non-Federal-Government	225000000	235000000	-	
US	Non-Federal-Government	235000000	267000000	-	5.111  5.256
US	Non-Federal-Government	267000000	322000000	-	
US	Non-Federal-Government	322000000	328600000	-	US342
US	Non-Federal-Government	328600000	335400000	AERONAUTICAL RADIONAVIGATION	5.258
US	Non-Federal-Government	335400000	399900000	-	
US	Non-Federal-Government	399900000	400050000	MOBILE-SATELLITE (Earth-to-space) 	US319  US320
US	Non-Federal-Government	399900000	400050000	RADIONAVIGATION-SATELLITE	5.26
US	Non-Federal-Government	400050000	400150000	-	5.261
US	Non-Federal-Government	400050000	400150000	STANDARD FREQUENCY AND TIME SIGNAL-SATELLITE (400.1 MHz)	
US	Non-Federal-Government	400150000	401000000	-	5.264  US319
US	Non-Federal-Government	400150000	401000000	METEOROLOGICAL AIDS (radiosonde) 	US70
US	Non-Federal-Government	400150000	401000000	MOBILE-SATELLITE (space-to-Earth) 	US320  US324
US	Non-Federal-Government	400150000	401000000	Space operation (space-to-Earth)	
US	Non-Federal-Government	400150000	401000000	SPACE RESEARCH (space-to-Earth) 	5.263
US	Non-Federal-Government	401000000	402000000	-	US64  US384
US	Non-Federal-Government	401000000	402000000	Earth exploration-satellite (Earth-to-space)	
US	Non-Federal-Government	401000000	402000000	METEOROLOGICAL AIDS (radiosonde) 	US70
US	Non-Federal-Government	401000000	402000000	Meteorological-satellite (Earth-to-space)	
US	Non-Federal-Government	401000000	402000000	SPACE OPERATION (space-to-Earth)	
US	Non-Federal-Government	402000000	403000000	-	US64  US384
US	Non-Federal-Government	402000000	403000000	Earth exploration-satellite (Earth-to-space)	
US	Non-Federal-Government	402000000	403000000	METEOROLOGICAL AIDS (radiosonde) 	US70
US	Non-Federal-Government	402000000	403000000	Meteorological-satellite (Earth-to-space)	
US	Non-Federal-Government	403000000	406000000	-	US64
US	Non-Federal-Government	403000000	406000000	METEOROLOGICAL AIDS (radiosonde) 	US70
US	Non-Federal-Government	406000000	406100000	-	5.266  5.267
US	Non-Federal-Government	406000000	406100000	MOBILE-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	406100000	410000000	-	US13  US117
US	Non-Federal-Government	406100000	410000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	410000000	420000000	-	US13  US64
US	Non-Federal-Government	420000000	450000000	-	5.282  5.286  US64  US87  US230  US269  US397
US	Non-Federal-Government	420000000	450000000	Amateur	US270
US	Non-Federal-Government	450000000	454000000	-	5.286  US64  US87  NG112  NG124
US	Non-Federal-Government	450000000	454000000	LAND MOBILE	
US	Non-Federal-Government	455000000	456000000	-	US64
US	Non-Federal-Government	455000000	456000000	LAND MOBILE	
US	Non-Federal-Government	456000000	460000000	-	5.287  5.288  US64  NG12  NG112  NG124  NG148
US	Non-Federal-Government	456000000	460000000	FIXED	
US	Non-Federal-Government	456000000	460000000	LAND MOBILE	
US	Non-Federal-Government	460000000	462537500	-	5.289  US201  US209  NG124
US	Non-Federal-Government	460000000	462537500	FIXED	
US	Non-Federal-Government	460000000	462537500	LAND MOBILE	
US	Non-Federal-Government	462537500	462737500	-	5.289  US201
US	Non-Federal-Government	462537500	462737500	LAND MOBILE	
US	Non-Federal-Government	462737500	467537500	-	5.287  5.289  US73  US201  US209  NG124
US	Non-Federal-Government	462737500	467537500	FIXED	
US	Non-Federal-Government	462737500	467537500	LAND MOBILE	
US	Non-Federal-Government	467537500	467737500	-	5.287  5.289  US201
US	Non-Federal-Government	467537500	467737500	LAND MOBILE	
US	Non-Federal-Government	467737500	470000000	-	5.288  5.289  US73  US201  NG124
US	Non-Federal-Government	467737500	470000000	FIXED	
US	Non-Federal-Government	467737500	470000000	LAND MOBILE	
US	Non-Federal-Government	470000000	512000000	-	NG5  NG14  NG66  NG115  NG149
US	Non-Federal-Government	470000000	512000000	BROADCASTING	
US	Non-Federal-Government	470000000	512000000	FIXED	
US	Non-Federal-Government	470000000	512000000	LAND MOBILE	
US	Non-Federal-Government	512000000	608000000	-	NG5  NG14  NG115  NG149
US	Non-Federal-Government	512000000	608000000	BROADCASTING	
US	Non-Federal-Government	608000000	614000000	-	US246
US	Non-Federal-Government	608000000	614000000	LAND MOBILE (medical telemetry and medical telecommand)	
US	Non-Federal-Government	608000000	614000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	775000000	793000000	-	NG159
US	Non-Federal-Government	775000000	793000000	BROADCASTING	
US	Non-Federal-Government	775000000	793000000	FIXED	
US	Non-Federal-Government	775000000	793000000	MOBILE	
US	Non-Federal-Government	793000000	805000000	-	NG158  NG159
US	Non-Federal-Government	793000000	805000000	FIXED	
US	Non-Federal-Government	793000000	805000000	MOBILE	
US	Non-Federal-Government	805000000	806000000	BROADCASTING	
US	Non-Federal-Government	805000000	806000000	FIXED	
US	Non-Federal-Government	805000000	806000000	MOBILE	
US	Non-Federal-Government	805000000	806000000	NG159	
US	Non-Federal-Government	854000000	894000000	-	US116  US268
US	Non-Federal-Government	854000000	894000000	FIXED	
US	Non-Federal-Government	854000000	894000000	LAND MOBILE	
US	Non-Federal-Government	894000000	896000000	-	US116  US268
US	Non-Federal-Government	894000000	896000000	AERONAUTICAL MOBILE	
US	Non-Federal-Government	896000000	901000000	-	US116  US268
US	Non-Federal-Government	896000000	901000000	FIXED	
US	Non-Federal-Government	896000000	901000000	LAND MOBILE	
US	Non-Federal-Government	901000000	902000000	-	US116  US268
US	Non-Federal-Government	901000000	902000000	FIXED	
US	Non-Federal-Government	901000000	902000000	MOBILE	
US	Non-Federal-Government	902000000	928000000	-	5.150  US218  US267  US275
US	Non-Federal-Government	928000000	929000000	-	US116  US268  NG120
US	Non-Federal-Government	928000000	929000000	FIXED	
US	Non-Federal-Government	929000000	930000000	-	US116  US268
US	Non-Federal-Government	929000000	930000000	FIXED	
US	Non-Federal-Government	929000000	930000000	LAND MOBILE	
US	Non-Federal-Government	930000000	931000000	-	US116  US268
US	Non-Federal-Government	930000000	931000000	FIXED	
US	Non-Federal-Government	930000000	931000000	MOBILE	
US	Non-Federal-Government	931000000	932000000	-	US116  US268
US	Non-Federal-Government	931000000	932000000	FIXED	
US	Non-Federal-Government	931000000	932000000	LAND MOBILE	
US	Non-Federal-Government	932000000	935000000	-	US268  NG120
US	Non-Federal-Government	932000000	935000000	FIXED	
US	Non-Federal-Government	935000000	940000000	-	US116  US268
US	Non-Federal-Government	935000000	940000000	FIXED	
US	Non-Federal-Government	935000000	940000000	LAND MOBILE	
US	Non-Federal-Government	940000000	941000000	-	US116  US268
US	Non-Federal-Government	940000000	941000000	FIXED	
US	Non-Federal-Government	940000000	941000000	MOBILE	
US	Non-Federal-Government	941000000	944000000	-	US268  US301  NG30  NG120
US	Non-Federal-Government	941000000	944000000	FIXED	
US	Non-Federal-Government	944000000	960000000	-	NG120
US	Non-Federal-Government	944000000	960000000	FIXED	
US	Non-Federal-Government	960000000	1164000000	-	US224  US400
US	Non-Federal-Government	960000000	1164000000	AERONAUTICAL RADIONAVIGATION	5.328
US	Non-Federal-Government	1164000000	1215000000	-	5.328A  US224
US	Non-Federal-Government	1164000000	1215000000	AERONAUTICAL RADIONAVIGATION	5.328
US	Non-Federal-Government	1164000000	1215000000	RADIONAVIGATION-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	1215000000	1240000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	1215000000	1240000000	Space research (active)	
US	Non-Federal-Government	1240000000	1300000000	-	5.282
US	Non-Federal-Government	1240000000	1300000000	AERONAUTICAL RADIONAVIGATION	
US	Non-Federal-Government	1240000000	1300000000	Amateur	
US	Non-Federal-Government	1240000000	1300000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	1240000000	1300000000	Space research (active)	
US	Non-Federal-Government	1300000000	1350000000	-	US342
US	Non-Federal-Government	1300000000	1350000000	AERONAUTICAL RADIONAVIGATION	5.337
US	Non-Federal-Government	1350000000	1390000000	-	5.334  5.339  US342  US385
US	Non-Federal-Government	1390000000	1392000000	-	5.339  US37  US342  US385  US398
US	Non-Federal-Government	1390000000	1392000000	FIXED	
US	Non-Federal-Government	1390000000	1392000000	Fixed-satellite (Earth-to-space) 	US368
US	Non-Federal-Government	1390000000	1392000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	1392000000	1395000000	-	5.339  US37  US342  US385  US398
US	Non-Federal-Government	1392000000	1395000000	FIXED	
US	Non-Federal-Government	1392000000	1395000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	1395000000	1400000000	-	5.339  US37  US342  US385  US398
US	Non-Federal-Government	1395000000	1400000000	LAND MOBILE (medical telemetry and medical telecommand)	
US	Non-Federal-Government	1400000000	1427000000	-	5.341  US246
US	Non-Federal-Government	1400000000	1427000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	1400000000	1427000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	1400000000	1427000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	1427000000	1429500000	-	5.341  US37  US350  US398
US	Non-Federal-Government	1427000000	1429500000	Fixed (telemetry)	
US	Non-Federal-Government	1427000000	1429500000	LAND MOBILE (telemetry and telecommand)	
US	Non-Federal-Government	1429500000	1430000000	-	5.341  US37  US350  US398
US	Non-Federal-Government	1429500000	1430000000	FIXED (telemetry and telecommand)	
US	Non-Federal-Government	1429500000	1430000000	LAND MOBILE (telemetry and telecommand)	
US	Non-Federal-Government	1430000000	1432000000	-	5.341  US37  US350  US398
US	Non-Federal-Government	1430000000	1432000000	FIXED (telemetry and telecommand)	
US	Non-Federal-Government	1430000000	1432000000	Fixed-satellite (space-to-Earth) 	US368
US	Non-Federal-Government	1430000000	1432000000	LAND MOBILE (telemetry and telecommand)	
US	Non-Federal-Government	1432000000	1435000000	-	5.341  US361
US	Non-Federal-Government	1432000000	1435000000	FIXED	
US	Non-Federal-Government	1432000000	1435000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	1435000000	1525000000	-	5.341  US78
US	Non-Federal-Government	1435000000	1525000000	MOBILE (aeronautical telemetry)	
US	Non-Federal-Government	1525000000	1535000000	-	5.341  5.351
US	Non-Federal-Government	1525000000	1535000000	MOBILE-SATELLITE (space-to-Earth) 	US315  US380
US	Non-Federal-Government	1535000000	1559000000	-	5.341  5.351  5.356
US	Non-Federal-Government	1535000000	1559000000	MOBILE-SATELLITE (space-to-Earth) 	US308  US309  US315  US380
US	Non-Federal-Government	1559000000	1610000000	-	5.341  US208  US260  US343
US	Non-Federal-Government	1559000000	1610000000	AERONAUTICAL RADIONAVIGATION	
US	Non-Federal-Government	1559000000	1610000000	RADIONAVIGATION-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	1610000000	1610600000	-	5.341  5.364  5.366  5.367  5.368  5.372  US208
US	Non-Federal-Government	1610000000	1610600000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	1610000000	1610600000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Non-Federal-Government	1610000000	1610600000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	1610600000	1613800000	-	5.341  5.364  5.366  5.367  5.368  5.372  US208  US342
US	Non-Federal-Government	1610600000	1613800000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	1610600000	1613800000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Non-Federal-Government	1610600000	1613800000	RADIO ASTRONOMY	
US	Non-Federal-Government	1610600000	1613800000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	1613800000	1626500000	-	5.341  5.364  5.365  5.366  5.367  5.368  5.372  US208
US	Non-Federal-Government	1613800000	1626500000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	1613800000	1626500000	MOBILE-SATELLITE (Earth-to-space) 	US319  US380
US	Non-Federal-Government	1613800000	1626500000	Mobile-satellite (space-to-Earth)	
US	Non-Federal-Government	1613800000	1626500000	RADIODETERMINATION-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	1626500000	1660000000	-	5.341  5.351  5.375
US	Non-Federal-Government	1626500000	1660000000	MOBILE-SATELLITE (Earth-to-space) 	US308  US309  US315  US380
US	Non-Federal-Government	1660000000	1660500000	-	5.341  5.351  US342
US	Non-Federal-Government	1660000000	1660500000	MOBILE-SATELLITE (Earth-to-space) 	US308  US309  US380
US	Non-Federal-Government	1660000000	1660500000	RADIO ASTRONOMY	
US	Non-Federal-Government	1660500000	1668400000	-	5.341  US246
US	Non-Federal-Government	1660500000	1668400000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	1660500000	1668400000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	1668400000	1670000000	-	5.341  US99  US342
US	Non-Federal-Government	1668400000	1670000000	METEOROLOGICAL AIDS (radiosonde)	
US	Non-Federal-Government	1668400000	1670000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	1670000000	1675000000	-	5.341  US211  US362
US	Non-Federal-Government	1670000000	1675000000	FIXED	
US	Non-Federal-Government	1670000000	1675000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	1675000000	1700000000	-	5.289  5.341  US211
US	Non-Federal-Government	1675000000	1700000000	METEOROLOGICAL AIDS (radiosonde)	
US	Non-Federal-Government	1675000000	1700000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	1700000000	1710000000	-	5.289  5.341
US	Non-Federal-Government	1700000000	1710000000	Fixed	
US	Non-Federal-Government	1700000000	1710000000	METEOROLOGICAL-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	1710000000	1755000000	-	5.341  US385  US378
US	Non-Federal-Government	1710000000	1755000000	FIXED	
US	Non-Federal-Government	1710000000	1755000000	MOBILE	
US	Non-Federal-Government	1755000000	1850000000	-	
US	Non-Federal-Government	1850000000	2000000000	-	NG177
US	Non-Federal-Government	1850000000	2000000000	FIXED	
US	Non-Federal-Government	1850000000	2000000000	MOBILE	
US	Non-Federal-Government	2000000000	2020000000	FIXED	
US	Non-Federal-Government	2000000000	2020000000	MOBILE	
US	Non-Federal-Government	2000000000	2020000000	MOBILE-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	2020000000	2025000000	-	NG177
US	Non-Federal-Government	2020000000	2025000000	FIXED	
US	Non-Federal-Government	2020000000	2025000000	MOBILE	
US	Non-Federal-Government	2025000000	2110000000	-	5.392  US90  US222  US346  US347  US393
US	Non-Federal-Government	2025000000	2110000000	FIXED	NG118
US	Non-Federal-Government	2025000000	2110000000	MOBILE	5.391
US	Non-Federal-Government	2110000000	2120000000	-	US252
US	Non-Federal-Government	2110000000	2120000000	FIXED	
US	Non-Federal-Government	2110000000	2120000000	MOBILE	
US	Non-Federal-Government	2120000000	2180000000	-	NG153  NG178
US	Non-Federal-Government	2120000000	2180000000	FIXED	
US	Non-Federal-Government	2120000000	2180000000	MOBILE	
US	Non-Federal-Government	2180000000	2200000000	-	NG168
US	Non-Federal-Government	2180000000	2200000000	FIXED	
US	Non-Federal-Government	2180000000	2200000000	MOBILE	
US	Non-Federal-Government	2180000000	2200000000	MOBILE-SATELLITE (space-to-Earth)	
US	Non-Federal-Government	2200000000	2290000000	-	US303
US	Non-Federal-Government	2290000000	2300000000	SPACE RESEARCH (deep space)	
US	Non-Federal-Government	2300000000	2305000000	Amateur	
US	Non-Federal-Government	2305000000	2310000000	-	US338
US	Non-Federal-Government	2305000000	2310000000	Amateur	
US	Non-Federal-Government	2305000000	2310000000	FIXED	
US	Non-Federal-Government	2305000000	2310000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	2305000000	2310000000	RADIOLOCATION	
US	Non-Federal-Government	2310000000	2320000000	-	5.396  US327
US	Non-Federal-Government	2310000000	2320000000	BROADCASTING-SATELLITE	
US	Non-Federal-Government	2310000000	2320000000	FIXED	
US	Non-Federal-Government	2310000000	2320000000	MOBILE	US339
US	Non-Federal-Government	2310000000	2320000000	RADIOLOCATION	
US	Non-Federal-Government	2320000000	2345000000	-	5.396  US327
US	Non-Federal-Government	2320000000	2345000000	BROADCASTING-SATELLITE	
US	Non-Federal-Government	2345000000	2360000000	-	5.396  US327
US	Non-Federal-Government	2345000000	2360000000	BROADCASTING-SATELLITE	
US	Non-Federal-Government	2345000000	2360000000	FIXED	
US	Non-Federal-Government	2345000000	2360000000	MOBILE	US339
US	Non-Federal-Government	2345000000	2360000000	RADIOLOCATION	
US	Non-Federal-Government	2360000000	2390000000	-	US101
US	Non-Federal-Government	2360000000	2390000000	MOBILE	US276
US	Non-Federal-Government	2390000000	2395000000	-	US101
US	Non-Federal-Government	2390000000	2395000000	AMATEUR	
US	Non-Federal-Government	2390000000	2395000000	MOBILE	US276
US	Non-Federal-Government	2395000000	2400000000	-	US101
US	Non-Federal-Government	2395000000	2400000000	AMATEUR	
US	Non-Federal-Government	2400000000	2417000000	-	5.150  5.282
US	Non-Federal-Government	2400000000	2417000000	AMATEUR	
US	Non-Federal-Government	2417000000	2450000000	-	5.150  5.282
US	Non-Federal-Government	2417000000	2450000000	Amateur	
US	Non-Federal-Government	2450000000	2483500000	-	5.150  US41
US	Non-Federal-Government	2450000000	2483500000	FIXED	
US	Non-Federal-Government	2450000000	2483500000	MOBILE	
US	Non-Federal-Government	2450000000	2483500000	Radiolocation	
US	Non-Federal-Government	2483500000	2495000000	-	5.150  5.402  US41  US319  NG147
US	Non-Federal-Government	2483500000	2495000000	MOBILE-SATELLITE (space-to-Earth) 	US380
US	Non-Federal-Government	2483500000	2495000000	RADIODETERMINATION-SATELLITE (space-to-Earth) 	5.398
US	Non-Federal-Government	2495000000	2500000000	-	5.150  5.402  US41  US319  US391  NG147
US	Non-Federal-Government	2495000000	2500000000	FIXED	
US	Non-Federal-Government	2495000000	2500000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	2495000000	2500000000	MOBILE-SATELLITE (space-to-Earth) 	US380
US	Non-Federal-Government	2495000000	2500000000	RADIODETERMINATION-SATELLITE (space-to-Earth) 	5.398
US	Non-Federal-Government	2500000000	2655000000	-	5.339
US	Non-Federal-Government	2500000000	2655000000	FIXED	US205
US	Non-Federal-Government	2500000000	2655000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	2655000000	2690000000	-	US385
US	Non-Federal-Government	2655000000	2690000000	Earth exploration-satellite (passive)	
US	Non-Federal-Government	2655000000	2690000000	FIXED	US205
US	Non-Federal-Government	2655000000	2690000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	2655000000	2690000000	Radio astronomy	
US	Non-Federal-Government	2655000000	2690000000	Space research (passive)	
US	Non-Federal-Government	2690000000	2700000000	-	US246
US	Non-Federal-Government	2690000000	2700000000	EARTH EXPLORATION-SATELLITE (passive)	
US	Non-Federal-Government	2690000000	2700000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	2690000000	2700000000	SPACE RESEARCH (passive)	
US	Non-Federal-Government	2700000000	2900000000	-	5.423  US18
US	Non-Federal-Government	2900000000	3100000000	-	5.427  US316
US	Non-Federal-Government	2900000000	3100000000	MARITIME RADIONAVIGATION	
US	Non-Federal-Government	2900000000	3100000000	Radiolocation	US44
US	Non-Federal-Government	3100000000	3300000000	-	US342
US	Non-Federal-Government	3100000000	3300000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	3100000000	3300000000	Radiolocation	
US	Non-Federal-Government	3100000000	3300000000	Space research (active)	
US	Non-Federal-Government	3300000000	3500000000	-	5.282  US342
US	Non-Federal-Government	3300000000	3500000000	Amateur	
US	Non-Federal-Government	3300000000	3500000000	Radiolocation	US108
US	Non-Federal-Government	3600000000	3650000000	FIXED-SATELLITE (space-to-Earth) 	US245
US	Non-Federal-Government	3600000000	3650000000	Radiolocation	
US	Non-Federal-Government	3650000000	3700000000	-	US348  US349
US	Non-Federal-Government	3650000000	3700000000	FIXED	
US	Non-Federal-Government	3650000000	3700000000	FIXED-SATELLITE (space-to-Earth) 	NG169  NG185
US	Non-Federal-Government	3650000000	3700000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	3700000000	4200000000	FIXED	
US	Non-Federal-Government	3700000000	4200000000	FIXED-SATELLITE (space-to-Earth) 	NG180
US	Non-Federal-Government	4200000000	4400000000	-	5.440  US261
US	Non-Federal-Government	4200000000	4400000000	AERONAUTICAL RADIONAVIGATION	
US	Non-Federal-Government	4400000000	4500000000	-	
US	Non-Federal-Government	4500000000	4800000000	FIXED-SATELLITE (space-to-Earth) 	5.441  US245
US	Non-Federal-Government	4800000000	4940000000	-	US203  US342
US	Non-Federal-Government	4940000000	4990000000	-	5.339  US342  US385
US	Non-Federal-Government	4940000000	4990000000	FIXED	
US	Non-Federal-Government	4940000000	4990000000	MOBILE except aeronautical mobile	
US	Non-Federal-Government	4990000000	5000000000	-	US246
US	Non-Federal-Government	4990000000	5000000000	RADIO ASTRONOMY	US74
US	Non-Federal-Government	4990000000	5000000000	Space research (passive)	
US	Non-Federal-Government	5000000000	5010000000	-	5.367  US211
US	Non-Federal-Government	5000000000	5010000000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	5000000000	5010000000	RADIONAVIGATION-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	5010000000	5030000000	-	5.367  US211
US	Non-Federal-Government	5010000000	5030000000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	5010000000	5030000000	RADIONAVIGATION-SATELLITE (space-to-Earth) 	5.443B
US	Non-Federal-Government	5030000000	5091000000	-	5.367  US211  US444
US	Non-Federal-Government	5030000000	5091000000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	5091000000	5150000000	-	5.367  US211  US344  US444  US444A
US	Non-Federal-Government	5091000000	5150000000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	5150000000	5250000000	-	5.447C  US211  US307
US	Non-Federal-Government	5150000000	5250000000	AERONAUTICAL RADIONAVIGATION	US260
US	Non-Federal-Government	5150000000	5250000000	FIXED-SATELLITE (Earth-to-space) 	5.447A  US344
US	Non-Federal-Government	5250000000	5255000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	5250000000	5255000000	Radiolocation	
US	Non-Federal-Government	5250000000	5255000000	Space research	
US	Non-Federal-Government	5255000000	5350000000	-	5.448A
US	Non-Federal-Government	5255000000	5350000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	5255000000	5350000000	Radiolocation	
US	Non-Federal-Government	5255000000	5350000000	Space research (active)	
US	Non-Federal-Government	5350000000	5460000000	-	US390
US	Non-Federal-Government	5350000000	5460000000	AERONAUTICAL RADIONAVIGATION	5.449
US	Non-Federal-Government	5350000000	5460000000	Earth exploration-satellite (active) 	5.448B
US	Non-Federal-Government	5350000000	5460000000	Radiolocation	
US	Non-Federal-Government	5350000000	5460000000	Space research (active)	
US	Non-Federal-Government	5460000000	5470000000	-	5.448B  US49
US	Non-Federal-Government	5460000000	5470000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	5460000000	5470000000	Radiolocation	
US	Non-Federal-Government	5460000000	5470000000	RADIONAVIGATION	5.449  US65
US	Non-Federal-Government	5460000000	5470000000	Space research (active)	
US	Non-Federal-Government	5470000000	5570000000	-	US50
US	Non-Federal-Government	5470000000	5570000000	Earth exploration-satellite (active)	
US	Non-Federal-Government	5470000000	5570000000	MARITIME RADIONAVIGATION	US65
US	Non-Federal-Government	5470000000	5570000000	RADIOLOCATION	
US	Non-Federal-Government	5470000000	5570000000	Space research (active)	
US	Non-Federal-Government	5570000000	5600000000	-	US50
US	Non-Federal-Government	5570000000	5600000000	MARITIME RADIONAVIGATION	US65
US	Non-Federal-Government	5570000000	5600000000	RADIOLOCATION	
US	Non-Federal-Government	5600000000	5650000000	-	5.452  US50
US	Non-Federal-Government	5600000000	5650000000	MARITIME RADIONAVIGATION	US65
US	Non-Federal-Government	5600000000	5650000000	METEOROLOGICAL AIDS	
US	Non-Federal-Government	5600000000	5650000000	RADIOLOCATION	
US	Non-Federal-Government	5650000000	5830000000	-	5.150  5.282
US	Non-Federal-Government	5650000000	5830000000	Amateur	
US	Non-Federal-Government	5830000000	5850000000	-	5.15
US	Non-Federal-Government	5830000000	5850000000	Amateur	
US	Non-Federal-Government	5830000000	5850000000	Amateur-satellite (space-to-Earth)	
US	Non-Federal-Government	5850000000	5925000000	-	5.15
US	Non-Federal-Government	5850000000	5925000000	Amateur	
US	Non-Federal-Government	5850000000	5925000000	FIXED-SATELLITE (Earth-to-space) 	US245
US	Non-Federal-Government	5850000000	5925000000	MOBILE	NG160
US	Non-Federal-Government	5925000000	6425000000	FIXED	
US	Non-Federal-Government	5925000000	6425000000	FIXED-SATELLITE (Earth-to-space) 	NG181
US	Non-Federal-Government	6425000000	6525000000	-	5.440  5.458
US	Non-Federal-Government	6425000000	6525000000	FIXED-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	6425000000	6525000000	MOBILE	
US	Non-Federal-Government	6525000000	6700000000	-	5.458  US342
US	Non-Federal-Government	6525000000	6700000000	FIXED	
US	Non-Federal-Government	6525000000	6700000000	FIXED-SATELLITE (Earth-to-space)	
US	Non-Federal-Government	6700000000	6875000000	-	5.458  5.458A  5.458B
US	Non-Federal-Government	6700000000	6875000000	FIXED	
US	Non-Federal-Government	6700000000	6875000000	FIXED-SATELLITE (Earth-to-space) 	5.441
US	Non-Federal-Government	6875000000	7025000000	-	5.458  5.458A  5.458B
US	Non-Federal-Government	6875000000	7025000000	FIXED	NG118
US	Non-Federal-Government	6875000000	7025000000	FIXED-SATELLITE (Earth-to-space) 	5.441
US	Non-Federal-Government	6875000000	7025000000	MOBILE	NG171
US	Non-Federal-Government	7025000000	7075000000	-	5.458  5.458A  5.458B
US	Non-Federal-Government	7025000000	7075000000	FIXED	NG118
